erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xf5b3944629f9303fa94670b2a6611ee1b11cd538,818.06
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x0e6c5c610739ddf254147a38f811ea935f91e10f,19942
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xa614a83132a2e7368ada71da9331817c33706770,26837.03
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x150e59652e3bd14ab3db3ee982c66b28ddbc10da,64797.92
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x18465ee0fe0d90cb5a65d625d4b3a1ce17b14298,807.01
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xc9ee1d5e3327fc3ee8122ea69d9f9f66e35a889e,22863.11
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x5be4cb2f7b2c8ab1b0aae6cf5aa4a1cc398aeb6d,622.46
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xac1513a6c4c3e74cb0c1f77c8cbbbf22a2400e33,6696713.75
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xbc9afd62b9fdc388d8a86cd50620055359254826,15188.04
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xf7b73003c1175be8d8ded944d301ce870c12b84e,515.15
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x8ad856990d9a56f81525609fa9928c6e1f520704,7597
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xa2400c2302b904dbb5aa8de9c42cb3d7157f92f2,364.18
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x2eda74e669cd478eb955135e1b844ca9519ddad1,555031.44
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x60517fae31e8c087bab0e3d68f6e4a7ec0ec90b2,25811.29
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x744d38ac177c897222a5586b120915d37125aa38,8625.41
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x28b755eda46f2906cc9f301dfd92af1eed08221c,15128.06
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x1440d7b6964eaa9793d23f4e1fe161a3247301b4,26957.88
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x035f4a089e99bb14fa010a6ce80e9640e1dd01fc,24134.93
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x33833541a74ef975d6e5eddeb636201694e32da9,8610.84
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x867a7916e94152a137dc69992bda9d1ca8bcebf0,7805.96
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x33803d8ab9707a691ae5745fb7221503a93ea2a3,4939983.04
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xd7e9c9f7bf8cd4564591ad08a1bded7cd3beb1af,444283.44
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x9f81bfbc8d7c1bc0496e45ddc744da78ca8e1a6b,23344.47
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x9f6e3bf609ea05d952b51297e4e1327f5021836a,861093.86
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x10a1e1801d2fc4c8c872dcb7e78cd097c6a1675d,12913.14
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xbf5d32601439ecb249dec1f81412c906ab5fedcd,7420.93
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x971cb6b13dce803c45a73fa1e0abc6ea1d15fdc6,29948.28
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x31fb4d0394e6e2df6245f89a64acd13a8309196e,192607.07
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xc768f931ca872c885bb045148064ab139f007831,2763.53
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x43d527a9ab6beda2d0cd317efe4d64458a3a6ced,20365.7
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x023de282fa312d6b1806cd643e5e4085275a617c,1413.88
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x20daacb0864ff9a5e07d05ea16fa56cd00fdc16d,409378.58
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x21665888cef48e6dfc22f7a2d8e3f568d5762302,25607.48
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x2601c4f75511effb7901e7597dfa2f73282c9b81,255248.02
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xdc784a9b0222747c79187dc04cc42024f61da41e,38523.29
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x939745afda0cbc0c8a483230c7a1827c4a81c80e,5495.51
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xf31154aee97bf6eee48f7a8d5ff4a8b47e53f310,12391.64
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x1aaf8c22ed1948f5d8f10398cb937c235b677fb6,12679.95
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x79344ad55095ee7db4aa903d232ff480442debd3,791.04
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x06195e47461e5a81106fdd5dd36551fb465b1fe4,293
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x862d6ab8d2b973af65ca69a0242f3556aa808525,1887.67
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x8c6a771a9994a10139868c8951785ce6607822c2,4811993.56
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x18a46be21830040201433f0bfe8f9ba1ea81ddf9,224170.38
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xf889111dc2f8ca4f7f0e2c238a696f111c09be3a,1693.39
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x8a5f3e8978f4d7e3578f5b3197a528a68f3f7dee,0.03
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xc593e4df56dc8267d55876cddac3d36d74978618,3244.61
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x566aff7ca9c3f23b2a92baee9650c7631c203d5a,3113.51
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xce634120d290e1cb469193d89396d14c78eef68c,5832.91
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xfde3ffbe9166e4fff6491e719efd23d1bc7ca853,5492.69
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x177436644796d7b129f762636f9d0c6c66b0b090,24121.02
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xcfa13eaa26ecb313adc06410a4a7340ffdd5fcd3,10771.74
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xe6fad6fefea51fd56a2fa4c522811b216c94fc9a,6404.42
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x8e884089f642ee9ed63c5ea457e40f20ead73d89,9782.65
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x41d6cc8c1873747364c299daae942f3a8bbc6a6b,6248.97
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x49a5492fdfe5acc966dd5f41310dfdfe8daa349c,929.4
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x2521257471ce6b899c581ac9f020ef7e3151317a,612.31
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xd93fa903b4a1a9b9af15afa0caace9e823e78bc1,10590.45
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xaf6c5c66d139960c527ba7e9f4a366a5e5112a43,14135.81
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xd68552165ae246294e2725f2d77642035b580fe9,998.19
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xc35bd8e35d5c866f90bd8db563680712560a9765,2605.38
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xbff0b86bbee6adcfb02b79e0bbd82149de0d2f44,120.52
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xd2415ba39744266c64094f3fdab538d44b62159c,20600
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x1e7e12956ee8826f7bd0f7b6df31dbd99d752f52,212.19
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x39044df3b0e44e9105d1c090d5b753d6971a031f,796.82
erc20,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xd0529b53bae79ebf00e429dc74c897fc372f61de,7928.61
